#Re    B    Pr    Pe    BPe    t    uh_rms    vortz_rms    wrms    tdisp    mdisp    eta (local)    eta (global)    lam wrms    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    turb wrms    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    vlam    vturb    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    trms    lam trms    turb trms    lam trms wght    turb trms wght    lam trms eff wght    turb trms eff wght    bflux    lam bflux    turb bflux    lam bflux wght    turb bflux wght    lam bflux eff wght    turb bflux eff wght    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    5.8750e+01    1.7232e+00    3.8355e+00    3.6421e-01    4.0854e-01    1.0478e+02    5.7853e-01    5.3910e-01    3.3653e-01    3.6819e-01    7.3523e+01    6.0557e-01    6.0038e-01    4.2409e-01    5.0670e-01    1.8084e+02    5.0675e-01    4.5669e-01    7.0871e-01    2.9129e-01    3.2111e-01    5.1614e-01    1.8635e-01    2.9953e-01    1.0370e-01    1.0050e-01    1.1109e-01    9.7779e-02    1.1209e-01    5.6744e-02    6.5050e-02    4.4137e-02    3.9229e-02    5.4254e-02    3.6315e-02    6.6789e-02    2.1075e-02    3.8759e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    6.0630e+01    1.7250e+00    4.0979e+00    3.9041e-01    4.3369e-01    1.1452e+02    5.7745e-01    5.3187e-01    3.6325e-01    3.9526e-01    7.8764e+01    6.0980e-01    6.0088e-01    4.4285e-01    5.1572e-01    1.9083e+02    5.0149e-01    4.4775e-01    6.8096e-01    3.1904e-01    3.5703e-01    5.4317e-01    2.0698e-01    3.1489e-01    1.0630e-01    1.0370e-01    1.1165e-01    1.0453e-01    1.1601e-01    6.0600e-02    6.7253e-02    4.8836e-02    4.3814e-02    5.8122e-02    4.2824e-02    7.2444e-02    2.4826e-02    4.1998e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    6.2549e+01    1.6042e+00    4.2157e+00    3.5797e-01    4.3358e-01    1.1536e+02    5.7436e-01    5.2997e-01    3.2885e-01    3.8229e-01    7.7076e+01    6.0660e-01    5.9807e-01    4.1135e-01    5.3889e-01    1.9398e+02    5.0172e-01    4.5457e-01    6.7250e-01    3.2750e-01    3.1675e-01    4.9475e-01    1.9745e-01    3.0842e-01    9.6202e-02    9.4913e-02    9.8794e-02    9.4534e-02    1.0203e-01    5.8930e-02    6.3603e-02    3.8494e-02    3.4722e-02    4.5265e-02    3.3702e-02    5.5732e-02    2.1009e-02    3.4742e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    6.4706e+01    1.6871e+00    3.6398e+00    3.2972e-01    3.6305e-01    9.3739e+01    5.7864e-01    5.3744e-01    3.1453e-01    3.4528e-01    7.0511e+01    6.0676e-01    5.9499e-01    3.6398e-01    4.0619e-01    1.5016e+02    5.0386e-01    4.4798e-01    7.0836e-01    2.9164e-01    3.0810e-01    4.3646e-01    1.8263e-01    2.5871e-01    9.4296e-02    9.4397e-02    9.4053e-02    9.4001e-02    9.5665e-02    5.5719e-02    5.6705e-02    3.5223e-02    3.3102e-02    3.9909e-02    3.2735e-02    4.6733e-02    1.9403e-02    2.7701e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    6.6589e+01    1.7456e+00    4.2678e+00    3.9022e-01    4.7722e-01    1.1457e+02    5.9445e-01    5.5547e-01    3.6151e-01    4.2523e-01    7.6901e+01    6.2520e-01    6.2390e-01    4.4400e-01    5.8528e-01    1.9287e+02    5.2480e-01    4.7654e-01    6.7516e-01    3.2484e-01    3.5033e-01    5.5164e-01    2.0070e-01    3.1602e-01    1.0985e-01    1.0809e-01    1.1341e-01    1.0665e-01    1.1844e-01    6.1098e-02    6.7849e-02    4.8284e-02    4.3853e-02    5.6392e-02    3.9936e-02    7.6190e-02    2.2878e-02    4.3647e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    6.8466e+01    1.6567e+00    4.1088e+00    3.8538e-01    4.1700e-01    1.0779e+02    5.8275e-01    5.3717e-01    3.5588e-01    3.6993e-01    7.1785e+01    6.1407e-01    6.0722e-01    4.4320e-01    5.2011e-01    1.8664e+02    5.0744e-01    4.5534e-01    6.8655e-01    3.1345e-01    3.4842e-01    5.6231e-01    2.1031e-01    3.3941e-01    1.0307e-01    1.0045e-01    1.0859e-01    9.8882e-02    1.1528e-01    5.9685e-02    6.9584e-02    4.6454e-02    4.1004e-02    5.6586e-02    3.9085e-02    7.6763e-02    2.3591e-02    4.6334e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.0439e+01    1.7266e+00    3.6398e+00    3.1606e-01    3.1802e-01    9.3707e+01    5.6325e-01    5.0449e-01    2.9864e-01    2.9137e-01    6.8108e+01    5.9045e-01    5.6206e-01    3.5711e-01    3.8679e-01    1.5978e+02    4.8603e-01    4.2070e-01    7.2077e-01    2.7923e-01    2.9325e-01    4.2544e-01    1.6984e-01    2.4640e-01    8.9426e-02    8.8158e-02    9.2619e-02    8.8431e-02    9.5159e-02    5.1216e-02    5.5112e-02    3.0791e-02    2.8576e-02    3.5883e-02    2.7556e-02    4.3224e-02    1.5959e-02    2.5034e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.2402e+01    1.7489e+00    3.5805e+00    3.3592e-01    3.6933e-01    9.4924e+01    5.8159e-01    5.3858e-01    3.2046e-01    3.5401e-01    7.1877e+01    6.1046e-01    5.9638e-01    3.7157e-01    4.0739e-01    1.5221e+02    5.0268e-01    4.4536e-01    7.1310e-01    2.8690e-01    3.1080e-01    4.0636e-01    1.7771e-01    2.3235e-01    9.9124e-02    9.8940e-02    9.9579e-02    9.7223e-02    1.0020e-01    5.5592e-02    5.7294e-02    3.6950e-02    3.4845e-02    4.1725e-02    3.2063e-02    4.5964e-02    1.8333e-02    2.6282e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.4410e+01    1.6857e+00    4.0524e+00    3.5110e-01    4.0247e-01    1.1431e+02    5.6087e-01    5.1368e-01    3.2882e-01    3.6387e-01    8.0490e+01    5.8980e-01    5.7559e-01    3.9515e-01    4.8619e-01    1.8767e+02    4.9231e-01    4.3731e-01    6.8445e-01    3.1555e-01    3.2338e-01    4.8446e-01    1.9183e-01    2.8738e-01    9.6141e-02    9.4604e-02    9.9391e-02    9.3922e-02    1.0072e-01    5.5715e-02    5.9749e-02    3.8280e-02    3.4697e-02    4.5083e-02    3.3413e-02    5.5697e-02    1.9821e-02    3.3040e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.6449e+01    1.6270e+00    3.9045e+00    3.3522e-01    3.6054e-01    1.0626e+02    5.5706e-01    5.0443e-01    3.1197e-01    3.2669e-01    7.4477e+01    5.8632e-01    5.6821e-01    3.8251e-01    4.3686e-01    1.7793e+02    4.8464e-01    4.2415e-01    6.9276e-01    3.0724e-01    3.0181e-01    4.4919e-01    1.8550e-01    2.7608e-01    9.2578e-02    9.1116e-02    9.5794e-02    9.0319e-02    9.6335e-02    5.5512e-02    5.9210e-02    3.4263e-02    3.1203e-02    4.0320e-02    2.9802e-02    4.6777e-02    1.8317e-02    2.8750e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.8616e+01    1.7495e+00    3.7059e+00    3.3595e-01    3.4859e-01    9.8594e+01    5.6329e-01    5.1473e-01    3.1474e-01    3.2148e-01    7.1203e+01    5.9124e-01    5.7528e-01    3.8375e-01    4.1618e-01    1.6686e+02    4.8671e-01    4.2800e-01    7.1366e-01    2.8634e-01    3.0638e-01    4.6025e-01    1.7513e-01    2.6308e-01    9.4687e-02    9.2300e-02    1.0039e-01    9.2321e-02    1.0363e-01    5.2771e-02    5.9236e-02    3.7647e-02    3.3663e-02    4.6102e-02    3.1509e-02    5.9558e-02    1.8011e-02    3.4044e-02    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    8.0546e+01    1.8366e+00    4.2444e+00    3.6927e-01    4.3564e-01    1.1886e+02    5.6882e-01    5.2369e-01    3.4489e-01    3.9190e-01    8.2306e+01    5.9996e-01    5.8821e-01    4.1621e-01    5.2824e-01    1.9627e+02    4.9647e-01    4.4673e-01    6.7920e-01    3.2080e-01    3.3898e-01    5.0454e-01    1.8457e-01    2.7472e-01    9.8604e-02    9.7749e-02    1.0039e-01    9.6437e-02    1.0417e-01    5.2509e-02    5.6719e-02    4.0474e-02    3.7007e-02    4.6977e-02    3.5338e-02    6.1315e-02    1.9242e-02    3.3386e-02    



# Index 004: Re = 600.00, Pe =  60.00, B =   3.00
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    4.5406e+00    1.5525e+00    2.3111e+00    1.3326e-07    2.1182e-13    5.3410e+00    7.1835e-11    1.1898e-12    1.3350e-07    2.2309e-13    2.9372e+00    9.7018e-11    2.2786e-12    1.3298e-07    1.9816e-13    8.2536e+00    2.7517e-12    7.2027e-13    5.4788e-01    4.5212e-01    1.2337e-07    1.2961e-07    7.9465e-08    8.3484e-08    5.9563e-08    5.9737e-08    5.9351e-08    5.9556e-08    5.6302e-08    3.8362e-08    3.6266e-08    1.5326e-14    1.6540e-14    1.3712e-14    1.4097e-14    1.2204e-14    9.0806e-15    7.8610e-15    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    7.3839e+00    2.1079e+00    2.9096e+00    5.7380e-07    4.2105e-12    8.4655e+00    1.6815e-09    1.4921e-11    6.0953e-07    5.4187e-12    3.3942e+00    2.3471e-09    4.7894e-11    5.3357e-07    2.9372e-12    1.3809e+01    4.4417e-11    6.3809e-12    5.1309e-01    4.8691e-01    5.7512e-07    5.3371e-07    2.7284e-07    2.5319e-07    2.6176e-07    2.8270e-07    2.3771e-07    2.6025e-07    2.2079e-07    1.2346e-07    1.0474e-07    7.2569e-13    9.3139e-13    4.0918e-13    5.5971e-13    3.7933e-13    2.6553e-13    1.7995e-13    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    9.9056e+00    2.8127e+00    3.7713e+00    3.3470e-06    9.2099e-11    1.4222e+01    3.3043e-09    1.9427e-10    3.3741e-06    9.6495e-11    6.3576e+00    4.9450e-09    4.5534e-10    3.3259e-06    8.8694e-11    2.0312e+01    6.6275e-10    1.3100e-10    4.3638e-01    5.6362e-01    2.9034e-06    3.1518e-06    1.0322e-06    1.1206e-06    1.0174e-06    1.0368e-06    1.0021e-06    1.1087e-06    9.3610e-07    3.9418e-07    3.3281e-07    1.2565e-11    1.3724e-11    1.1588e-11    1.1079e-11    9.8544e-12    3.9388e-12    3.5035e-12    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.1939e+01    3.2285e+00    4.0724e+00    3.0721e-05    7.5518e-09    1.6585e+01    3.6660e-07    1.3660e-08    3.2360e-05    8.5526e-09    6.5411e+00    5.3906e-07    3.9225e-08    2.9284e-05    6.7177e-09    2.4955e+01    6.5095e-08    8.0758e-09    4.5454e-01    5.4546e-01    3.2365e-05    2.8452e-05    1.0025e-05    8.8125e-06    8.5366e-06    9.0087e-06    8.1222e-06    8.0907e-06    7.4171e-06    2.5060e-06    2.2974e-06    1.3751e-09    1.5741e-09    1.1839e-09    1.5606e-09    9.7942e-10    4.8338e-10    3.0336e-10    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.3780e+01    3.4720e+00    3.9316e+00    1.7616e-04    2.9950e-07    1.5457e+01    1.7973e-05    5.8128e-07    1.9938e-04    3.7826e-07    6.7832e+00    2.5591e-05    1.6729e-06    1.5077e-04    2.2449e-07    2.3719e+01    2.6422e-06    2.8394e-07    4.8781e-01    5.1219e-01    2.1650e-04    1.3460e-04    6.2357e-05    3.8767e-05    4.9268e-05    5.4261e-05    4.3989e-05    5.6225e-05    3.7345e-05    1.6194e-05    1.0756e-05    4.3678e-08    5.2911e-08    3.2532e-08    5.1189e-08    2.7390e-08    1.4744e-08    7.8889e-09    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.5661e+01    3.5422e+00    3.6421e+00    6.7326e-04    4.6766e-06    1.3265e+01    4.3471e-04    1.0576e-05    7.3484e-04    4.9420e-06    5.8800e+00    5.7937e-04    2.5214e-05    5.8957e-04    4.3532e-06    2.2264e+01    1.0110e-04    5.8656e-06    5.4925e-01    4.5075e-01    7.5658e-04    5.1164e-04    2.1359e-04    1.4444e-04    1.8405e-04    2.0676e-04    1.5186e-04    1.9228e-04    1.3090e-04    5.4283e-05    3.6955e-05    1.1229e-06    1.3327e-06    7.9571e-07    1.4153e-06    6.5846e-07    3.9956e-07    1.8589e-07    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.7332e+01    3.9049e+00    3.7942e+00    2.5505e-03    5.0876e-05    1.4401e+01    1.7806e-03    1.0598e-04    2.7279e-03    5.8579e-05    7.2598e+00    2.3625e-03    2.4201e-04    2.3069e-03    4.1143e-05    2.3424e+01    3.5236e-04    5.2690e-05    5.5823e-01    4.4177e-01    3.0058e-03    1.9020e-03    7.6976e-04    4.8707e-04    6.4140e-04    7.1825e-04    5.2853e-04    7.5824e-04    4.3036e-04    1.9418e-04    1.1021e-04    1.0498e-05    1.0612e-05    1.0353e-05    1.2915e-05    8.0530e-06    3.3074e-06    2.0623e-06    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.9039e+01    4.1198e+00    3.9085e+00    1.8045e-02    2.7631e-03    1.5496e+01    3.8544e-02    5.3210e-03    1.8269e-02    3.2457e-03    8.0139e+00    4.8361e-02    1.2004e-02    1.7691e-02    2.0137e-03    2.7113e+01    1.2683e-02    2.2232e-03    6.0828e-01    3.9172e-01    1.9305e-02    1.7740e-02    4.6860e-03    4.3059e-03    4.3804e-03    4.6567e-03    3.9129e-03    4.9981e-03    3.5216e-03    1.2132e-03    8.5479e-04    4.3068e-04    3.8164e-04    4.9734e-04    3.5357e-04    4.8996e-04    8.5823e-05    1.1893e-04    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.0695e+01    4.2204e+00    3.8476e+00    1.1181e-01    6.5367e-02    2.3352e+01    1.3751e-01    7.7470e-02    1.1168e-01    7.3890e-02    1.5792e+01    1.6308e-01    1.2309e-01    1.1204e-01    4.9463e-02    3.7459e+01    6.7580e-02    3.8105e-02    6.5108e-01    3.4892e-01    1.1079e-01    1.1148e-01    2.6250e-02    2.6413e-02    2.1354e-02    2.1780e-02    2.0537e-02    2.2209e-02    2.0520e-02    5.2622e-03    4.8621e-03    7.9562e-03    7.9834e-03    7.9054e-03    7.1903e-03    7.5211e-03    1.7037e-03    1.7821e-03    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.1910e+01    4.3422e+00    4.2984e+00    2.1470e-01    3.0134e-01    4.6144e+01    2.4990e-01    1.6382e-01    2.0721e-01    3.4119e-01    3.4572e+01    3.0215e-01    2.2844e-01    2.2576e-01    2.3992e-01    6.3984e+01    1.3412e-01    1.0111e-01    6.0654e-01    3.9346e-01    2.0867e-01    3.4142e-01    4.8056e-02    7.8628e-02    5.3575e-02    5.4603e-02    5.1951e-02    5.6044e-02    6.5534e-02    1.2907e-02    1.5092e-02    2.6319e-02    2.3672e-02    2.9945e-02    2.2798e-02    4.7026e-02    5.2502e-03    1.0830e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.3131e+01    4.4047e+00    4.7041e+00    3.5571e-01    7.0799e-01    8.3422e+01    3.1675e-01    2.0294e-01    3.4199e-01    7.7970e-01    6.3761e+01    3.8114e-01    2.6839e-01    3.7224e-01    6.1789e-01    1.0813e+02    2.0944e-01    1.4634e-01    5.5686e-01    4.4314e-01    3.2963e-01    5.0626e-01    7.4835e-02    1.1494e-01    9.3177e-02    9.8270e-02    8.6353e-02    1.0240e-01    9.1573e-02    2.3247e-02    2.0790e-02    5.6062e-02    5.5080e-02    5.7272e-02    5.4502e-02    7.7475e-02    1.2374e-02    1.7589e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.4176e+01    4.3980e+00    6.2004e+00    4.6867e-01    1.4149e+00    1.5041e+02    3.7596e-01    2.2010e-01    4.3326e-01    1.4572e+00    8.5867e+01    4.5309e-01    3.3735e-01    5.0452e-01    1.3688e+00    2.2091e+02    2.6739e-01    1.5675e-01    5.2206e-01    4.7794e-01    4.4590e-01    7.7029e-01    1.0139e-01    1.7515e-01    1.4011e-01    1.4727e-01    1.3184e-01    1.5102e-01    1.4530e-01    3.4339e-02    3.3039e-02    9.5969e-02    9.0310e-02    1.0179e-01    9.3272e-02    1.4663e-01    2.1208e-02    3.3340e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.5132e+01    4.4359e+00    6.2238e+00    4.9892e-01    1.9188e+00    1.3992e+02    4.1876e-01    2.9148e-01    4.7270e-01    1.9661e+00    8.1495e+01    4.9473e-01    4.1988e-01    5.2466e-01    1.8697e+00    2.0034e+02    3.2185e-01    2.1874e-01    5.0841e-01    4.9159e-01    4.5935e-01    6.4691e-01    1.0355e-01    1.4584e-01    1.8586e-01    1.9192e-01    1.7938e-01    1.9337e-01    1.8038e-01    4.3594e-02    4.0664e-02    1.2790e-01    1.2522e-01    1.3061e-01    1.2018e-01    1.4858e-01    2.7093e-02    3.3495e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.6168e+01    4.3492e+00    6.7841e+00    5.4894e-01    2.3711e+00    1.6115e+02    4.3087e-01    3.0624e-01    4.8052e-01    2.2870e+00    8.2254e+01    5.0151e-01    4.5478e-01    6.0856e-01    2.4535e+00    2.3846e+02    3.4800e-01    2.3586e-01    4.9494e-01    5.0506e-01    4.5380e-01    8.8640e-01    1.0434e-01    2.0381e-01    2.0940e-01    2.1319e-01    2.0563e-01    2.1487e-01    2.2239e-01    4.9404e-02    5.1133e-02    1.5658e-01    1.4234e-01    1.6937e-01    1.3285e-01    2.4289e-01    3.0547e-02    5.5847e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.7235e+01    4.3312e+00    7.3038e+00    5.7296e-01    2.7980e+00    1.7300e+02    4.3237e-01    3.2669e-01    4.9341e-01    2.5852e+00    8.4804e+01    5.0526e-01    4.7768e-01    6.3708e-01    2.9927e+00    2.5368e+02    3.5274e-01    2.6140e-01    4.7772e-01    5.2228e-01    4.9528e-01    9.2523e-01    1.1435e-01    2.1362e-01    2.3402e-01    2.2994e-01    2.3770e-01    2.2684e-01    2.6472e-01    5.2373e-02    6.1120e-02    1.8797e-01    1.6150e-01    2.0927e-01    1.4977e-01    2.9573e-01    3.4579e-02    6.8280e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.8245e+01    4.2625e+00    7.1210e+00    5.6740e-01    2.8653e+00    1.6491e+02    4.5700e-01    3.4264e-01    5.1318e-01    2.8789e+00    8.2606e+01    5.3661e-01    5.1113e-01    6.1195e-01    2.8530e+00    2.3870e+02    3.7141e-01    2.6393e-01    4.7271e-01    5.2729e-01    4.9748e-01    7.9775e-01    1.1671e-01    1.8716e-01    2.4868e-01    2.5148e-01    2.4615e-01    2.5243e-01    2.6672e-01    5.9221e-02    6.2575e-02    1.8255e-01    1.6710e-01    1.9537e-01    1.5531e-01    2.5025e-01    3.6436e-02    5.8711e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.9303e+01    4.2988e+00    6.8375e+00    6.8842e-01    3.2704e+00    1.6303e+02    4.6269e-01    3.7570e-01    6.1565e-01    3.2920e+00    8.8298e+01    5.3802e-01    5.2796e-01    7.5047e-01    3.2502e+00    2.3335e+02    3.7836e-01    2.9470e-01    4.8478e-01    5.1522e-01    5.8938e-01    9.8982e-01    1.3710e-01    2.3026e-01    2.6485e-01    2.7373e-01    2.5621e-01    2.7695e-01    2.5851e-01    6.4425e-02    6.0136e-02    2.1842e-01    2.0557e-01    2.2985e-01    1.9972e-01    2.8059e-01    4.6459e-02    6.5271e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.0236e+01    4.2325e+00    8.7026e+00    7.9178e-01    4.0578e+00    2.6521e+02    4.5684e-01    3.1460e-01    6.7843e-01    4.0586e+00    1.1559e+02    5.3933e-01    5.1299e-01    8.7504e-01    4.0571e+00    3.8982e+02    3.7453e-01    2.3794e-01    4.5438e-01    5.4562e-01    6.5047e-01    1.3419e+00    1.5368e-01    3.1704e-01    2.8089e-01    2.8363e-01    2.7859e-01    2.8888e-01    2.8911e-01    6.8254e-02    6.8307e-02    2.6230e-01    2.3141e-01    2.8550e-01    2.2557e-01    3.7982e-01    5.3296e-02    8.9740e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.1146e+01    4.1663e+00    1.0560e+01    8.5070e-01    5.1316e+00    3.6885e+02    4.4023e-01    2.9447e-01    7.3552e-01    4.6457e+00    1.4921e+02    5.2810e-01    4.8296e-01    9.1776e-01    5.4470e+00    5.1142e+02    3.7225e-01    2.4215e-01    3.9362e-01    6.0638e-01    7.1364e-01    1.1986e+00    1.7129e-01    2.8769e-01    3.2017e-01    3.1844e-01    3.2129e-01    3.1747e-01    3.3390e-01    7.6200e-02    8.0144e-02    3.3540e-01    2.9153e-01    3.6104e-01    2.8141e-01    4.5907e-01    6.7544e-02    1.1019e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.1944e+01    4.0479e+00    1.1027e+01    8.5663e-01    6.5146e+00    4.0460e+02    4.4664e-01    3.2571e-01    7.5009e-01    6.1684e+00    1.7530e+02    5.3961e-01    5.1353e-01    9.1004e-01    6.7054e+00    5.3100e+02    3.8593e-01    2.7475e-01    3.5534e-01    6.4466e-01    7.3645e-01    1.1494e+00    1.8193e-01    2.8394e-01    3.5202e-01    3.5391e-01    3.5097e-01    3.5517e-01    3.5109e-01    8.7743e-02    8.6733e-02    3.3997e-01    3.0382e-01    3.5834e-01    2.9688e-01    4.2941e-01    7.3341e-02    1.0608e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.2768e+01    3.9062e+00    1.1476e+01    8.3253e-01    5.8712e+00    4.2260e+02    4.2921e-01    2.9418e-01    7.3219e-01    5.7970e+00    1.8698e+02    5.2521e-01    4.8190e-01    8.7707e-01    5.9071e+00    5.3687e+02    3.7388e-01    2.4817e-01    3.2657e-01    6.7343e-01    7.2208e-01    1.1214e+00    1.8485e-01    2.8707e-01    3.4652e-01    3.5227e-01    3.4369e-01    3.5209e-01    3.3775e-01    9.0135e-02    8.6466e-02    3.3832e-01    3.0728e-01    3.5239e-01    3.0380e-01    4.1960e-01    7.7774e-02    1.0742e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.3669e+01    3.7273e+00    1.0741e+01    7.8131e-01    5.4638e+00    3.7084e+02    4.3479e-01    3.0652e-01    6.9508e-01    5.3711e+00    1.7301e+02    5.2691e-01    4.8223e-01    8.1952e-01    5.5083e+00    4.6589e+02    3.8272e-01    2.6183e-01    3.2454e-01    6.7546e-01    6.9907e-01    1.0168e+00    1.8756e-01    2.7279e-01    3.3006e-01    3.3139e-01    3.2942e-01    3.3794e-01    3.2791e-01    9.0666e-02    8.7975e-02    2.9393e-01    2.6488e-01    3.0691e-01    2.7148e-01    3.6455e-01    7.2836e-02    9.7806e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.4572e+01    3.5585e+00    1.0518e+01    9.1684e-01    5.5710e+00    3.5809e+02    4.3884e-01    3.1821e-01    8.3367e-01    5.6697e+00    1.6700e+02    5.3050e-01    5.0458e-01    9.5523e-01    5.5222e+00    4.5242e+02    3.8565e-01    2.6803e-01    3.3050e-01    6.6950e-01    8.2222e-01    1.1911e+00    2.3105e-01    3.3471e-01    3.7578e-01    3.7705e-01    3.7515e-01    3.8392e-01    3.7987e-01    1.0789e-01    1.0675e-01    4.3770e-01    4.2106e-01    4.4569e-01    4.2263e-01    5.0666e-01    1.1877e-01    1.4238e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.5356e+01    3.4491e+00    1.1925e+01    9.5646e-01    6.6818e+00    4.5074e+02    4.3862e-01    3.0783e-01    7.8542e-01    6.1429e+00    1.8296e+02    5.3138e-01    5.0180e-01    1.0262e+00    6.9319e+00    5.7502e+02    3.8811e-01    2.6560e-01    3.1700e-01    6.8300e-01    7.6659e-01    1.6781e+00    2.2225e-01    4.8652e-01    3.8572e-01    3.6900e-01    3.9323e-01    3.6581e-01    4.8912e-01    1.0606e-01    1.4181e-01    4.8338e-01    3.7170e-01    5.2723e-01    3.5713e-01    1.0302e+00    1.0354e-01    2.9869e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.6153e+01    3.2929e+00    1.2024e+01    8.3322e-01    6.8018e+00    4.5996e+02    4.4204e-01    3.0731e-01    7.1952e-01    6.3072e+00    1.8664e+02    5.3553e-01    5.0343e-01    8.7876e-01    7.0203e+00    5.8065e+02    3.9376e-01    2.6617e-01    3.0631e-01    6.9369e-01    7.1507e-01    1.2158e+00    2.1716e-01    3.6923e-01    3.9024e-01    3.7500e-01    3.9679e-01    3.7728e-01    4.4473e-01    1.1458e-01    1.3506e-01    3.8391e-01    3.2331e-01    4.0781e-01    3.4314e-01    5.7333e-01    1.0421e-01    1.7411e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.7065e+01    3.1249e+00    1.0146e+01    7.3434e-01    5.1712e+00    3.3016e+02    4.4265e-01    3.1967e-01    6.4359e-01    5.0602e+00    1.5159e+02    5.3322e-01    5.0035e-01    7.7317e-01    5.2231e+00    4.1374e+02    3.9316e-01    2.7469e-01    3.1883e-01    6.8117e-01    6.2833e-01    1.0309e+00    2.0107e-01    3.2990e-01    3.4298e-01    3.4482e-01    3.4212e-01    3.4611e-01    3.3931e-01    1.1076e-01    1.0858e-01    2.7541e-01    2.4639e-01    2.8799e-01    2.3815e-01    3.4869e-01    7.6211e-02    1.1158e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    3.8006e+01    3.0982e+00    8.6556e+00    6.3090e-01    4.2153e+00    2.4368e+02    4.5076e-01    3.4165e-01    5.6462e-01    4.1520e+00    1.1964e+02    5.3541e-01    5.1009e-01    6.6312e-01    4.2485e+00    3.0895e+02    3.9908e-01    2.9206e-01    3.4475e-01    6.5525e-01    5.4399e-01    8.6640e-01    1.7558e-01    2.7965e-01    3.1171e-01    3.1430e-01    3.1034e-01    3.1894e-01    2.9748e-01    1.0294e-01    9.6019e-02    2.1228e-01    1.9648e-01    2.2013e-01    1.9060e-01    2.6368e-01    6.1519e-02    8.5106e-02    
